filename,category,coverage,weight,status,mode_a_sev,mode_b_sev,mode_c_sev,mode_d_sev
Image_5925,MSV,1.0,1.0,processed,74.9822,38.4362,38.4362,1.6094
1720097220083,MSV,0.5466,1.0,processed,52.9898,24.0993,24.0993,0.0017
1716990754631,MSV,0.4132,0.7,processed,66.4159,35.8335,35.8335,2.1957
Image_1318,MSV,0.7498,1.0,processed,54.9178,20.4071,20.4071,0.0
1715871264081,MSV,0.5524,1.0,processed,32.8936,12.4422,12.4422,0.0
1720502249791,MSV,0.3065,0.7,processed,78.1582,43.8696,43.8696,2.5825
1720510441578,MSV,0.5553,1.0,processed,60.2089,19.1392,19.1392,0.0043
1716559769654,MSV,0.6028,1.0,processed,79.8941,39.5619,39.5619,0.0049
1716289307907,MSV,0.6198,1.0,processed,68.7529,28.5615,28.5615,0.0004
1720098891786,MSV,0.6476,1.0,processed,75.2346,36.4678,36.4678,0.0097
Image_347,MSV,1.0,1.0,processed,24.0312,9.9548,9.9548,0.0
1718883467603,MSV,0.6779,1.0,processed,83.0575,35.561,35.561,0.001
Image_3809,MSV,0.0328,-1,processed,-1.0,-1.0,-1.0,-1.0
1715947881579,MSV,0.3837,0.7,processed,69.9993,44.4963,44.4963,0.0
1720688549565,MSV,0.4921,0.7,processed,68.6686,27.1076,27.1076,0.1073
MSV_2470,MSV,0.5051,1.0,processed,53.6368,9.8644,9.8644,0.1048
Image_1158,MSV,1.0,1.0,processed,17.8436,6.778,6.778,0.2926
1718962930341,MSV,0.5236,1.0,processed,72.816,34.9899,34.9899,0.2814
1713001691691,MSV,0.4896,0.7,processed,20.4707,9.9214,9.9214,0.217
1711633931630,MSV,0.5031,1.0,processed,71.958,32.0911,32.0911,0.0
1715852782466,MSV,0.5424,1.0,processed,84.6121,49.8446,49.8446,0.0
1716363741188,MSV,0.6038,1.0,processed,49.9681,19.6736,19.6736,0.0435
Image_2020,MSV,0.749,1.0,processed,68.815,38.0877,38.0877,0.0
1715852317668,MSV,0.4049,0.7,processed,69.1439,52.2304,52.2304,0.0155
Image_2846,MSV,0.7497,1.0,processed,11.4415,4.266,4.266,0.0
1716460886003,MSV,0.5604,1.0,processed,30.3619,4.9256,4.9256,0.0002
1720099392039,MSV,0.318,0.7,processed,90.5813,52.9249,52.9249,7.2829
1718709762980,MSV,0.6784,1.0,processed,76.3508,35.2813,35.2813,1.4139
1719927157333,MSV,0.4369,0.7,processed,68.086,60.1119,60.1119,7.5342
1715765939988,MSV,0.6241,1.0,processed,48.33,20.0966,20.0966,0.0
1716029795941,MSV,0.6552,1.0,processed,13.0135,3.6798,3.6798,0.0
1716282146373,MSV,0.4257,0.7,processed,81.2888,36.5752,36.5752,0.0
1718973086103,MSV,0.4519,0.7,processed,62.8628,37.1082,37.1082,1.9798
Image_4766,MSV,0.7326,1.0,processed,86.6468,43.2821,43.2821,0.0
1718785882205,MSV,0.44,0.7,processed,42.5003,17.7749,17.7749,0.5127
1715603026586,MSV,0.6813,1.0,processed,84.2032,49.8316,49.8316,0.0
1716192636243,MSV,0.6068,1.0,processed,55.1087,24.7953,24.7953,0.0
1716203474413,MSV,0.4834,0.7,processed,76.1085,32.6586,32.6586,0.0063
1715693506745,MSV,0.4831,0.7,processed,38.8605,23.1824,23.1824,0.0
1712752694033,MSV,0.6159,1.0,processed,1.1225,0.4507,0.4507,0.0
1718372442847,MSV,0.6118,1.0,processed,76.0809,23.9231,23.9231,1.0256
1716548263596,MSV,0.4774,0.7,processed,60.9689,25.908,25.908,0.0254
1715865127222,MSV,0.6579,1.0,processed,52.5332,24.428,24.428,0.0095
1713188171010,MSV,0.5819,1.0,processed,27.3506,3.9627,3.9627,0.0069
Image_2184,MSV,0.75,1.0,processed,34.9816,15.0624,15.0624,0.0
1716300044548,MSV,0.4377,0.7,processed,75.2825,52.6809,52.6809,0.0046
1715940671395,MSV,0.5662,1.0,processed,67.1401,31.1317,31.1317,0.0
1715701585465,MSV,0.5745,1.0,processed,48.7995,32.7699,32.7699,1.8292
Image_1680,MSV,0.0,-1,processed,-1.0,-1.0,-1.0,-1.0
1720434550057,MSV,0.3719,0.7,processed,76.2967,40.8934,40.8934,3.6358
1715937171828,MSV,0.6234,1.0,processed,66.1789,32.3746,32.3746,0.0
1716299472913,MSV,0.7018,1.0,processed,75.8109,34.2829,34.2829,0.0295
1719237937053,MSV,0.4901,0.7,processed,52.1459,20.1595,20.1595,0.1801
1718709859894,MSV,0.3836,0.7,processed,77.2636,18.9353,18.9353,0.0017
Image_3375,MSV,0.7499,1.0,processed,53.516,25.981,25.981,0.1858
1716294059187,MSV,0.5677,1.0,processed,50.8129,28.6117,28.6117,0.0752
1720514733023,MSV,0.4533,0.7,processed,68.8563,41.1244,41.1244,2.1559
MSV_1276,MSV,0.7288,1.0,processed,0.0241,0.0056,0.0056,0.0
1715666699624,MSV,0.586,1.0,processed,43.1335,21.4046,21.4046,0.1638
Image_2650,MSV,0.7478,1.0,processed,57.3184,12.8917,12.8917,0.0
1712662087913,MSV,0.3081,0.7,processed,2.059,0.3138,0.3138,0.0
1720781318696,MSV,0.4565,0.7,processed,49.0302,36.9381,36.9381,1.5105
1712749756762,MSV,0.393,0.7,processed,10.5218,4.0843,4.0843,0.0003
1713002879461,MSV,0.3388,0.7,processed,7.611,0.3731,0.3731,0.0
1720783554246,MSV,0.3897,0.7,processed,62.7779,31.2783,31.2783,0.7574
1716193564914,MSV,0.528,1.0,processed,84.8101,47.1265,47.1265,0.0
1716301633241,MSV,0.609,1.0,processed,58.3619,24.3586,24.3586,0.0053
1716199156298,MSV,0.5025,1.0,processed,66.3971,42.4505,42.4505,0.0289
1716195979306,MSV,0.5594,1.0,processed,41.4553,20.0678,20.0678,0.0229
1720190659791,MSV,0.4852,0.7,processed,72.0282,23.1081,23.1081,0.1382
1719915239707,MSV,0.4249,0.7,processed,63.2052,19.4439,19.4439,3.1964
1721023894430,MSV,0.5372,1.0,processed,69.0563,21.166,21.166,2.6441
1715859996634,MSV,0.5253,1.0,processed,28.2936,7.425,7.425,0.0
1716278454091,MSV,0.3802,0.7,processed,82.4932,55.1,55.1,0.1164
1715935250553,MSV,0.5726,1.0,processed,47.2653,24.2613,24.2613,0.0091
1719312141030,MSV,0.5898,1.0,processed,66.3533,28.0446,28.0446,0.007
1720258815250,MSV,0.3553,0.7,processed,70.3357,46.8752,46.8752,3.9744
1719217499416,MSV,0.8633,1.0,processed,43.9579,20.431,20.431,0.2652
1715928884832,MSV,0.4213,0.7,processed,54.8256,20.0879,20.0879,0.0
1712755712645,MSV,0.342,0.7,processed,12.8645,13.7991,13.7991,0.0016
1716284636449,MSV,0.4189,0.7,processed,59.7751,22.2086,22.2086,0.1076
1715756994457,MSV,0.5404,1.0,processed,22.7053,9.6681,9.6681,0.035
1716560499107,MSV,0.5068,1.0,processed,32.9199,10.5197,10.5197,0.0061
1716293567700,MSV,0.548,1.0,processed,60.4757,21.7262,21.7262,0.0
1719911352060,MSV,0.4729,0.7,processed,54.2638,13.7746,13.7746,0.0003
Image_3620,MSV,0.7497,1.0,processed,49.5843,21.0552,21.0552,0.0
1715777321174,MSV,0.3229,0.7,processed,66.2364,37.1405,37.1405,0.0206
1716792068846,MSV,0.4643,0.7,processed,37.9244,13.9571,13.9571,0.0
1720602999403,MSV,0.3482,0.7,processed,58.6065,46.6666,46.6666,4.3797
Image_4496,MSV,0.7499,1.0,processed,6.1408,3.2905,3.2905,0.0
1716460400548,MSV,0.4937,0.7,processed,5.009,1.1798,1.1798,0.0
1716366846587,MSV,0.8084,1.0,processed,69.4347,37.0508,37.0508,0.0056
1720000551839,MSV,0.3796,0.7,processed,74.6577,39.0346,39.0346,1.8724
1719409853492,MSV,0.4942,0.7,processed,63.1713,23.188,23.188,0.0513
Image_1760,MSV,0.7496,1.0,processed,17.4348,6.6074,6.6074,0.0
1711980712858,MSV,0.2926,0.7,processed,17.9947,1.0742,1.0742,0.0
1719307484428,MSV,0.6378,1.0,processed,74.1281,22.8674,22.8674,0.1735
1720185409238,MSV,0.4948,0.7,processed,79.7718,38.5806,38.5806,2.3894
1716788223300,MSV,0.2058,0.3,processed,72.8933,57.669,57.669,0.2721
1719222171784,MSV,0.641,1.0,processed,82.3435,30.1363,30.1363,0.0096
1712755612670,MSV,0.3496,0.7,processed,27.9524,20.9271,20.9271,0.0
1715946425328,MSV,0.8307,1.0,processed,84.2777,47.7596,47.7596,0.0112
1713012709951,MSV,0.4268,0.7,processed,42.5564,13.71,13.71,0.0003
1716536957846,MSV,0.5891,1.0,processed,24.7601,9.1479,9.1479,0.002
1712653937670,MSV,0.7031,1.0,processed,20.9406,8.855,8.855,0.0381
1720090738037,MSV,0.3712,0.7,processed,55.8118,39.2715,39.2715,2.6961
1719568775453,MSV,0.6197,1.0,processed,81.7811,37.098,37.098,0.98
Image_1520,MSV,0.0,-1,processed,-1.0,-1.0,-1.0,-1.0
1716448327324,MSV,0.6465,1.0,processed,17.6291,2.3948,2.3948,0.0037
1716027002661,MSV,0.638,1.0,processed,34.917,4.6852,4.6852,0.0614
1720261485654,MSV,0.4831,0.7,processed,60.2333,40.3443,40.3443,0.0591
1711621129211,MSV,,,filtered_bouncer,,,,
1718982157815,MSV,0.8224,1.0,processed,38.8249,19.7229,19.7229,0.1827
1720522870574,MSV,0.4374,0.7,processed,56.3688,44.9665,44.9665,2.3534
1719924197086,MSV,0.6182,1.0,processed,72.5488,32.523,32.523,1.2799
1716377090033,MSV,0.364,0.7,processed,52.5335,18.7265,18.7265,0.0
1715763070623,MSV,0.5058,1.0,processed,58.0659,40.996,40.996,0.0058
Image_5563,MSV,0.7494,1.0,processed,65.5907,37.8711,37.8711,0.2237
1715780035214,MSV,0.8471,1.0,processed,10.8018,3.2999,3.2999,0.0036
1716299581112,MSV,0.376,0.7,processed,70.1748,30.5205,30.5205,0.0106
1720519328041,MSV,0.54,1.0,processed,78.606,53.7189,53.7189,2.6399
1715759925110,MSV,0.6419,1.0,processed,3.7052,1.6071,1.6071,0.0
Image_3582,MSV,0.9989,1.0,processed,14.0501,5.3021,5.3021,0.0003
1718973075970,MSV,0.5061,1.0,processed,68.5951,28.1057,28.1057,1.8412
1719387186391,MSV,0.482,0.7,processed,61.5813,17.3522,17.3522,0.0553
1720096069694,MSV,0.4684,0.7,processed,64.4845,45.881,45.881,3.2017
1720782914834,MSV,0.5509,1.0,processed,90.375,24.6318,24.6318,0.4862
Image_5704,MSV,0.7496,1.0,processed,84.9253,47.5458,47.5458,0.0334
1720184519178,MSV,0.3675,0.7,processed,67.3443,45.3993,45.3993,2.5129
1715692366825,MSV,0.4786,0.7,processed,50.4956,0.1296,0.1296,0.0028
1716209460306,MSV,0.5038,1.0,processed,49.1634,30.037,30.037,0.0
1716289409074,MSV,0.6146,1.0,processed,59.0086,19.0477,19.0477,0.0002
Image_5552,MSV,0.7497,1.0,processed,43.3106,17.7465,17.7465,0.0
1715588224461,MSV,0.4243,0.7,processed,70.9534,57.4804,57.4804,0.0
Image_1406,MSV,0.6342,1.0,processed,66.3279,25.6144,25.6144,2.1276
MSV_1238,MSV,0.0384,-1,processed,-1.0,-1.0,-1.0,-1.0
1716213387692,MSV,0.5079,1.0,processed,76.233,45.4987,45.4987,0.0
1720510295284,MSV,0.4535,0.7,processed,72.1561,28.983,28.983,1.9026
1715866114595,MSV,0.8953,1.0,processed,60.2815,28.4638,28.4638,0.0061
1719398357713,MSV,0.3982,0.7,processed,63.1756,32.8162,32.8162,0.0338
1715943899939,MSV,0.5766,1.0,processed,87.0958,34.1447,34.1447,1.9335
MSV_153,MSV,0.4661,0.7,processed,42.9698,16.4659,16.4659,0.019
1715942038093,MSV,0.6991,1.0,processed,78.2145,35.669,35.669,0.0143
1715935174617,MSV,0.5983,1.0,processed,73.1226,32.7922,32.7922,0.0058
1718951819296,MSV,0.5354,1.0,processed,80.053,55.8091,55.8091,3.7833
1716543709525,MSV,0.2902,0.7,processed,58.4375,35.8376,35.8376,0.0014
1715777166664,MSV,0.356,0.7,processed,58.0818,36.6379,36.6379,0.0
1716205717526,MSV,0.0568,-1,processed,-1.0,-1.0,-1.0,-1.0
Image_112,MSV,0.7426,1.0,processed,7.4073,4.3395,4.3395,0.032
1723118290494,MSV,0.3918,0.7,processed,69.6749,36.12,36.12,3.5704
Image_5814,MSV,0.7497,1.0,processed,79.5962,38.3269,38.3269,2.3882
1716197615570,MSV,0.6093,1.0,processed,47.2103,23.6721,23.6721,0.0048
1718703275407,MSV,0.574,1.0,processed,83.6396,38.5327,38.5327,3.6667
1716389090337,MSV,0.4286,0.7,processed,68.9255,47.3399,47.3399,0.0
Image_4609,MSV,0.7497,1.0,processed,35.229,14.8492,14.8492,0.0
1715778087416,MSV,0.4317,0.7,processed,64.6778,33.9987,33.9987,0.0
Image_4899,MSV,1.0,1.0,processed,71.9568,24.5329,24.5329,2.307
1718967300048,MSV,0.5549,1.0,processed,86.982,48.4954,48.4954,1.7114
1720419846896,MSV,0.3622,0.7,processed,56.7399,29.8411,29.8411,2.7708
MSV_2059,MSV,0.547,1.0,processed,53.8288,22.3635,22.3635,3.1418
1719315840151,MSV,0.4495,0.7,processed,45.1085,13.1154,13.1154,0.0018
1715853616489,MSV,0.5389,1.0,processed,72.0332,45.0948,45.0948,0.0
1719043463700,MSV,0.3801,0.7,processed,54.4711,32.9987,32.9987,0.3813
1712744105373,MSV,0.4131,0.7,processed,0.5558,0.0271,0.0271,0.0
1715685808007,MSV,0.6416,1.0,processed,13.4307,6.4389,6.4389,0.0638
1715253362734,MSV,0.6595,1.0,processed,18.5398,7.801,7.801,0.1342
1718364219735,MSV,0.564,1.0,processed,87.5636,43.8471,43.8471,1.0266
1720785082639,MSV,0.6354,1.0,processed,91.1326,53.483,53.483,5.0915
1712741592275,MSV,0.3557,0.7,processed,5.1518,1.1804,1.1804,0.0
1715172233464,MSV,0.5192,1.0,processed,21.3949,6.7885,6.7885,0.0041
1719050642172,MSV,0.5063,1.0,processed,72.8436,18.3227,18.3227,1.0959
1720519755738,MSV,0.5314,1.0,processed,78.8493,41.8474,41.8474,1.4861
1716376585698,MSV,0.5199,1.0,processed,25.2575,10.6405,10.6405,0.0164
MSV_693,MSV,0.6995,1.0,processed,50.1374,20.2341,20.2341,2.7556
1712579048547,MSV,0.3949,0.7,processed,4.7619,2.862,2.862,0.0314
1716541660440,MSV,0.3202,0.7,processed,17.0324,3.9347,3.9347,0.0096
1723110791319,MSV,0.3389,0.7,processed,43.8756,27.7975,27.7975,2.5445
1715944103362,MSV,0.5543,1.0,processed,62.1117,40.6706,40.6706,0.0
1720694072615,MSV,0.5023,1.0,processed,81.6867,28.0533,28.0533,0.6586
1715759698374,MSV,0.6447,1.0,processed,10.5536,3.4731,3.4731,0.0529
MSV_1330,MSV,0.7369,1.0,processed,23.5094,9.8947,9.8947,0.2198
1715270679170,MSV,0.4719,0.7,processed,12.1631,4.5747,4.5747,0.0
1715168384935,MSV,0.4687,0.7,processed,15.742,1.906,1.906,0.0017
1719038121297,MSV,0.4893,0.7,processed,47.9647,19.5436,19.5436,0.5472
1715771668504,MSV,0.5367,1.0,processed,55.4221,36.4752,36.4752,0.0022
Image_2214,MSV,0.7497,1.0,processed,74.6576,38.973,38.973,0.01
Image_3453,MSV,1.0,1.0,processed,32.6854,13.5843,13.5843,0.0
Image_1353,MSV,0.7473,1.0,processed,76.4234,12.9117,12.9117,0.3716
1716545062941,MSV,0.3684,0.7,processed,62.7736,45.8848,45.8848,1.7683
1720094041869,MSV,0.4604,0.7,processed,90.0095,31.1439,31.1439,0.0631
1719403474702,MSV,0.6087,1.0,processed,76.0077,36.1836,36.1836,0.9914
1715697195580,MSV,0.5726,1.0,processed,15.674,4.4176,4.4176,0.0002
Image_3448,MSV,0.7499,1.0,processed,63.9332,27.5886,27.5886,3.302
1718363980151,MSV,0.3819,0.7,processed,69.4899,36.3147,36.3147,1.1554
1720510047267,MSV,0.3458,0.7,processed,70.3889,62.9648,62.9648,8.227
1718790830052,MSV,0.5069,1.0,processed,67.2187,16.1971,16.1971,0.0857
1715692821292,MSV,0.5916,1.0,processed,47.6494,0.4726,0.4726,0.0
1715583577138,MSV,0.3775,0.7,processed,66.0986,43.1755,43.1755,0.0184
1718457537852,MSV,0.4638,0.7,processed,33.6128,16.0292,16.0292,0.8816
1718444144338,MSV,0.645,1.0,processed,80.1683,36.2022,36.2022,1.2516
1718698024799,MSV,0.5111,1.0,processed,77.7406,40.0416,40.0416,5.6219
1712650319656,MSV,0.6981,1.0,processed,24.8248,8.5374,8.5374,0.0057
1712665771024,MSV,0.6531,1.0,processed,4.654,2.4221,2.4221,0.0
Image_1430,MSV,0.7495,1.0,processed,4.2996,2.0492,2.0492,0.0
1718960900249,MSV,0.3837,0.7,processed,74.1373,25.3285,25.3285,0.2123
1713363370566,MSV,0.429,0.7,processed,7.1404,0.3422,0.3422,0.0003
MSV_2662,MSV,0.6033,1.0,processed,49.2732,21.8106,21.8106,0.2591
1719227424577,MSV,0.6219,1.0,processed,27.0125,10.6152,10.6152,0.0176
1715590906646,MSV,0.8117,1.0,processed,80.9384,43.2899,43.2899,0.0008
1719912158080,MSV,0.4256,0.7,processed,36.4507,22.3653,22.3653,2.0195
Image_856,MSV,0.7496,1.0,processed,33.2162,11.6944,11.6944,0.0
1715593849082,MSV,0.607,1.0,processed,83.9259,38.8213,38.8213,0.1223
1715772010315,MSV,0.5619,1.0,processed,52.2916,30.2831,30.2831,0.0
1719221504506,MSV,0.3317,0.7,processed,20.037,11.8895,11.8895,0.1286
MSV_401,MSV,0.748,1.0,processed,0.1193,0.0476,0.0476,0.0003
Image_5525,MSV,0.7496,1.0,processed,60.6842,23.0068,23.0068,0.8876
1715760401387,MSV,0.6659,1.0,processed,50.5833,33.0859,33.0859,0.2951
Image_1821,MSV,0.9988,1.0,processed,10.9136,4.0894,4.0894,0.0023
1716279538674,MSV,0.6405,1.0,processed,80.4827,39.1869,39.1869,0.0002
Image_3548,MSV,0.7498,1.0,processed,30.4486,11.9657,11.9657,0.0
MSV_1753,MSV,0.6941,1.0,processed,58.3583,29.2593,29.2593,0.8003
MSV_1526,MSV,0.7174,1.0,processed,41.6259,15.7099,15.7099,1.0161
1718363309000,MSV,0.4659,0.7,processed,65.5473,15.9319,15.9319,0.0077
1720193957099,MSV,0.3602,0.7,processed,41.8598,25.0404,25.0404,0.0218
1716028669413,MSV,0.3806,0.7,processed,59.523,35.459,35.459,0.2102
1715690259129,MSV,0.589,1.0,processed,9.3407,0.8968,0.8968,0.0
Image_2998,MSV,0.7498,1.0,processed,71.6109,27.4761,27.4761,0.1784
Image_5028,MSV,0.7486,1.0,processed,69.3828,19.9876,19.9876,0.0052
1715677206346,MSV,0.7827,1.0,processed,41.8796,0.307,0.307,0.0
1716446786331,MSV,0.3023,0.7,processed,60.4283,44.8996,44.8996,0.0009
1718885385605,MSV,0.4092,0.7,processed,82.7306,37.1249,37.1249,1.0481
Image_5719,MSV,0.75,1.0,processed,60.031,29.424,29.424,0.0004
1718887798890,MSV,0.5507,1.0,processed,84.6478,35.3737,35.3737,0.0012
1718890677301,MSV,0.412,0.7,processed,89.0455,34.6319,34.6319,1.3541
1719230501308,MSV,0.6099,1.0,processed,72.0487,38.7961,38.7961,3.1417
Image_3058,MSV,0.7498,1.0,processed,8.4765,3.8143,3.8143,0.0
Image_1937,MSV,0.7499,1.0,processed,80.1138,45.6913,45.6913,0.0
1718954737391,MSV,0.5235,1.0,processed,64.2965,26.9853,26.9853,0.6023
1720511632956,MSV,0.4595,0.7,processed,82.8916,45.5704,45.5704,2.6399
1723113038188,MSV,0.8922,1.0,processed,83.0508,26.7756,26.7756,0.523
1718972166957,MSV,0.6559,1.0,processed,54.1731,26.6109,26.6109,0.1443
1716461443622,MSV,0.5887,1.0,processed,44.6111,16.9177,16.9177,0.0
1716209788501,MSV,0.4703,0.7,processed,60.7376,11.9713,11.9713,0.0071
1716373222157,MSV,0.7092,1.0,processed,78.5921,40.1643,40.1643,0.0006
1713190054294,MSV,0.4299,0.7,processed,63.5544,35.3807,35.3807,0.0
1715938446339,MSV,0.3313,0.7,processed,71.7437,54.7172,54.7172,0.0
1720088022693,MSV,0.4745,0.7,processed,91.1456,27.1106,27.1106,0.0
Image_4014,MSV,0.7499,1.0,processed,86.371,40.4788,40.4788,2.3014
1715778116901,MSV,0.6503,1.0,processed,57.2489,38.1108,38.1108,0.0057
1718890382035,MSV,0.6079,1.0,processed,81.5823,33.3201,33.3201,0.175
1713011896896,MSV,0.4413,0.7,processed,30.9675,1.2821,1.2821,0.0
1715860434224,MSV,0.673,1.0,processed,40.0103,18.4277,18.4277,0.0135
1715760188844,MSV,0.5192,1.0,processed,15.8389,6.27,6.27,0.019
1712660627470,MSV,0.2396,0.3,processed,52.5906,51.0378,51.0378,0.0
1716888518525,MSV,0.5858,1.0,processed,19.2022,3.0618,3.0618,0.0
1715685352202,MSV,0.4234,0.7,processed,15.38,9.0893,9.0893,0.0
1716450793876,MSV,0.454,0.7,processed,52.2023,0.3254,0.3254,0.0
1715946512001,MSV,0.4917,0.7,processed,50.5601,23.3896,23.3896,0.0648
Image_2111,MSV,0.7498,1.0,processed,55.6212,20.8809,20.8809,0.0
1715948976561,MSV,0.4532,0.7,processed,55.1269,25.8607,25.8607,0.0
1718709047864,MSV,0.7355,1.0,processed,88.8421,43.6508,43.6508,0.1575
1715589737037,MSV,0.5651,1.0,processed,73.8633,48.2822,48.2822,0.0
1720782684221,MSV,0.49,0.7,processed,84.8835,23.2628,23.2628,0.1741
1716385235650,MSV,0.7133,1.0,processed,68.5144,23.0655,23.0655,0.0002
1720014171578,MSV,0.4335,0.7,processed,68.5814,38.7986,38.7986,1.4216
1720793714623,MSV,0.3628,0.7,processed,83.145,36.9476,36.9476,0.3253
1718963920141,MSV,0.5718,1.0,processed,48.6296,18.6497,18.6497,1.4702
1716197396905,MSV,0.613,1.0,processed,74.542,44.9457,44.9457,1.8955
Image_5607,MSV,0.7498,1.0,processed,58.6597,24.5963,24.5963,0.0
1716280901436,MSV,0.6248,1.0,processed,15.0481,5.1329,5.1329,0.0
1716297004368,MSV,0.4991,0.7,processed,15.7502,1.2773,1.2773,0.0
1719227668743,MSV,0.6131,1.0,processed,55.1428,28.3537,28.3537,0.0407
1726483678880,MSV,0.4803,0.7,processed,22.1659,11.0164,11.0164,0.0478
1716801896862,MSV,0.7989,1.0,processed,80.8022,46.1844,46.1844,0.0444
1716299339388,MSV,0.4626,0.7,processed,73.0383,39.2586,39.2586,0.004
1715778591175,MSV,0.423,0.7,processed,39.8355,22.8966,22.8966,0.0
1716388460719,MSV,0.4082,0.7,processed,59.7869,35.4083,35.4083,0.0807
1720008328601,MSV,0.3908,0.7,processed,65.3064,51.2812,51.2812,1.9742
1720423289230,MSV,0.3679,0.7,processed,68.3857,30.4471,30.4471,0.0344
Image_1466,MSV,0.7496,1.0,processed,45.3245,17.1031,17.1031,1.3253
1712747069530,MSV,0.399,0.7,processed,4.1648,0.0,0.0,0.0
1715680654073,MSV,0.3697,0.7,processed,32.099,21.3875,21.3875,0.0
1716961111148,MSV,0.3282,0.7,processed,81.606,1.8853,1.8853,0.002
1720432140891,MSV,0.4574,0.7,processed,88.4837,36.2753,36.2753,0.5842
1712567450636,MSV,0.4677,0.7,processed,3.6458,1.5883,1.5883,0.0
1720187834629,MSV,0.398,0.7,processed,69.8002,18.0141,18.0141,0.1377
Image_2478,MSV,1.0,1.0,processed,5.6142,2.3577,2.3577,0.0
1712669975152,MSV,0.5798,1.0,processed,5.5415,3.4335,3.4335,0.0
1719555134008,MSV,0.2998,0.7,processed,60.0006,47.781,47.781,0.9149
1712654886435,MSV,0.3998,0.7,processed,32.3523,20.6783,20.6783,0.003
1716372309143,MSV,0.4697,0.7,processed,55.6065,43.4051,43.4051,0.0094
1716202922416,MSV,0.5355,1.0,processed,49.7077,26.0955,26.0955,0.1262
1716636071275,MSV,0.4642,0.7,processed,33.2616,9.8163,9.8163,0.0
Image_4979,MSV,1.0,1.0,processed,76.5705,38.8685,38.8685,0.0804
1715597239005,MSV,0.6657,1.0,processed,16.2359,11.2521,11.2521,0.0
1719916004054,MSV,0.6539,1.0,processed,76.7835,26.3069,26.3069,0.0049
1716285032361,MSV,0.4875,0.7,processed,39.9738,15.6438,15.6438,0.0186
1720175046204,MSV,0.4393,0.7,processed,55.8154,16.9335,16.9335,0.2355
1716282938143,MSV,0.3095,0.7,processed,86.8951,46.0148,46.0148,3.8413
1715417222195,MSV,0.693,1.0,processed,11.2058,1.2183,1.2183,0.0
1718796155741,MSV,0.4221,0.7,processed,58.3141,34.5089,34.5089,2.3096
1716280756297,MSV,0.3702,0.7,processed,68.2514,51.4407,51.4407,0.0
1716381340873,MSV,0.4293,0.7,processed,33.9297,7.638,7.638,0.0907
1718790914716,MSV,0.4541,0.7,processed,84.3778,30.6138,30.6138,1.9113
1716801593569,MSV,0.5516,1.0,processed,42.3059,17.7837,17.7837,0.0128
1720520539299,MSV,0.3358,0.7,processed,61.0331,20.4192,20.4192,0.4094
MSV_2617,MSV,0.7259,1.0,processed,90.2171,42.9198,42.9198,6.2107
1716286087365,MSV,0.4835,0.7,processed,69.0356,40.0286,40.0286,0.1384
1715861170698,MSV,0.2859,0.7,processed,56.0341,30.1481,30.1481,0.0005
1717422326877,MSV,0.5531,1.0,processed,22.6801,0.6851,0.6851,0.0
1721649482410,MSV,0.4273,0.7,processed,73.1797,39.4577,39.4577,2.0049
1715680681481,MSV,0.6648,1.0,processed,32.8445,19.0152,19.0152,0.0511
1715673956467,MSV,0.3967,0.7,processed,35.9748,1.5541,1.5541,0.0
Image_2779,MSV,0.8487,1.0,processed,85.5972,41.1125,41.1125,0.0
1715865644479,MSV,0.3823,0.7,processed,78.1111,55.9583,55.9583,0.0007
Image_5745,MSV,0.7496,1.0,processed,82.1294,42.5032,42.5032,0.2341
Image_5672,MSV,0.7499,1.0,processed,84.5794,49.9583,49.9583,5.2279
1715932671322,MSV,0.7251,1.0,processed,76.2309,37.0913,37.0913,0.0
1720617096526,MSV,0.4663,0.7,processed,54.2214,39.4167,39.4167,4.2565
1712574599661,MSV,0.4711,0.7,processed,52.6317,31.1205,31.1205,0.0
Image_1596,MSV,0.0001,-1,processed,-1.0,-1.0,-1.0,-1.0
1712736173765,MSV,0.4422,0.7,processed,21.4627,0.9211,0.9211,0.0021
MSV_427,MSV,0.7486,1.0,processed,46.5571,19.4471,19.4471,1.4275
Image_144,MSV,1.0,1.0,processed,86.3242,42.6735,42.6735,0.0443
1716887916506,MSV,0.6701,1.0,processed,56.9258,17.9726,17.9726,0.0036
1715695476077,MSV,0.4639,0.7,processed,36.1651,20.5166,20.5166,0.0193
1716987330527,MSV,0.3423,0.7,processed,47.4395,17.2774,17.2774,1.4616
Image_6084,MSV,0.7483,1.0,processed,46.8054,11.1444,11.1444,0.0331
1716469704475,MSV,0.4936,0.7,processed,57.1293,24.75,24.75,0.0173
1715589819351,MSV,0.7172,1.0,processed,89.6818,25.3429,25.3429,0.2023
1720520986041,MSV,0.473,0.7,processed,89.6716,34.1482,34.1482,0.104
1718888954340,MSV,0.4751,0.7,processed,76.3056,35.503,35.503,3.5183
1715691784016,MSV,0.8217,1.0,processed,55.4791,25.5462,25.5462,0.5887
1720795018012,MSV,0.5128,1.0,processed,42.4117,11.5671,11.5671,1.0713
1719312369879,MSV,0.477,0.7,processed,54.8604,31.7309,31.7309,3.6756
Image_3460,MSV,0.75,1.0,processed,6.5046,3.573,3.573,0.0
1715867362847,MSV,0.6116,1.0,processed,85.6182,42.9979,42.9979,0.0011
1720697478482,MSV,0.5537,1.0,processed,73.2834,40.4794,40.4794,2.7041
